address,topics,data,blockNumber,blockHash,timeStamp,gasPrice,gasUsed,logIndex,transactionHash,transactionIndex,blockNumber_int,timeStamp_int,timeStamp_dt,sender,recipient,amount0,amount1,sqrtPriceX96,liquidity,tick
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x000000000000000000000000bc2c6cd5013585ac720160efcb1feced30837177', '0x000000000000000000000000bc2c6cd5013585ac720160efcb1feced30837177']",0xffffffffffffffffffffffffffffffffffffffffffffffffffffffcd7d1c03f900000000000000000000000000000000000000000000000727bc54c48a8e780f000000000000000000000000000000000000605597bf72dff0000000366033b1000000000000000000000000000000000000000000000001ee4096ab6db5d28c000000000000000000000000000000000000000000000000000000000003161e,0x112aa03,0xc81d2922f9ba3a7790fce7d6f213ce993e6f2888f19b51dd842aaba7b868d145,0x64ea38bf,0xbf14848ce,0x2639a,0x15,0xdc6607026225773adbfec94384b9339cada5aa4f7d2752f26f63a9d8da22cd16,0x5,18000387,1693071551,2023-08-26 17:39:11,0xbc2c6cd5013585ac720160efcb1feced30837177,0xbc2c6cd5013585ac720160efcb1feced30837177,-216944344071,131990465182182569999,1953892679448068095692083969405873,35614631516270088844,202270
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad']",0x000000000000000000000000000000000000000000000000000000000472aadcffffffffffffffffffffffffffffffffffffffffffffffffff5ed695a944e26d0000000000000000000000000000000000006055976bf96d7d713852e6b22577000000000000000000000000000000000000000000000001ee4096ab6db5d28c000000000000000000000000000000000000000000000000000000000003161e,0x112aa03,0xc81d2922f9ba3a7790fce7d6f213ce993e6f2888f19b51dd842aaba7b868d145,0x64ea38bf,0x2f488d97e,0x2e8c6,0x101,0xecd4dd57b380b6dfe9df38e453d61ebe1f6bbdc71ea10bf1f218881cfdc405e2,0x76,18000387,1693071551,2023-08-26 17:39:11,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,74623708,-45363007948791187,1953892578533707539671518312277367,35614631516270088844,202270
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad', '0x00000000000000000000000029e6fcf815a356101a8ac1f1e2fa238cce39bb25']",0xfffffffffffffffffffffffffffffffffffffffffffffffffffffff6a9da8f0000000000000000000000000000000000000000000000000152a10dfc94d4565000000000000000000000000000000000000060559b9244ad27d6f8869dfdeed80000000000000000000000000000000000000000000000519091a203960c9567000000000000000000000000000000000000000000000000000000000003161e,0x112aa06,0x3bfa64e5f308509dbddb19fa2ac5dc0627e1096e61dbca535764689541f4abd1,0x64ea38e3,0x2ec169e51,0x27473,0x6,0xd4260c417599fc18ff99e9116a157a08be191b5be2f8e1645660016871bfd4bd,0x1,18000390,1693071587,2023-08-26 17:39:47,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x29e6fcf815a356101a8ac1f1e2fa238cce39bb25,-40100000000,24400799634549921360,1953893862768279879930856389603032,1504603555519844357479,202270
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x000000000000000000000000def1c0ded9bec7f1a1670819833240f027b25eff', '0x0000000000000000000000000e6ac8dd1ba5d5c16ef30e5f86b3a0804feab876']",0xfffffffffffffffffffffffffffffffffffffffffffffffffffffff8e912773a0000000000000000000000000000000000000000000000010123b021564798c2000000000000000000000000000000000000605620b0f0d023a2407d5d71042f000000000000000000000000000000000000000000000001ee4096ab6db5d28c000000000000000000000000000000000000000000000000000000000003161e,0x112aa07,0x1b86de2d7d0e93f764f81c3096be463bcf34c31bd2f8b4b760e50db7de578497,0x64ea38ef,0x2d9a190a2,0x7497e,0x6f,0x013ea455b1165d99dad0b01333f72e27b832f5c5d24108b39bb919bb0b00bbcb,0x10,18000391,1693071599,2023-08-26 17:39:59,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x0e6ac8dd1ba5d5c16ef30e5f86b3a0804feab876,-30449436870,18528846949160294594,1953935061355253075290606019871791,35614631516270088844,202270
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad', '0x000000000000000000000000c5f69bce0f850d93ab9173c7131750cb774dd853']",0xffffffffffffffffffffffffffffffffffffffffffffffffffffffecdecee6c1000000000000000000000000000000000000000000000002b5e3af16b1880000000000000000000000000000000000000000605787ea10f3a8fca3ffeb02330f000000000000000000000000000000000000000000000001ee4096ab6db5d28c000000000000000000000000000000000000000000000000000000000003161f,0x112aa08,0xb05238e8f35838530a7b7f39ab1ec7e30c02b5fb2b21f1679b8b0280603e1cb4,0x64ea38fb,0x2c4ff6ce5,0x23e33,0x13b,0x1790be2ccf75ca200209611a03e3d838ba2f446eeee1a70b26f0cd731407e476,0x95,18000392,1693071611,2023-08-26 17:40:11,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc5f69bce0f850d93ab9173c7131750cb774dd853,-82161244479,50000000000000000000,1954046235534321628800716976042767,35614631516270088844,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad', '0x0000000000000000000000003637d7f6041d73917017e5d3e2259473215ecf6f']",0x00000000000000000000000000000000000000000000000000000001275db575ffffffffffffffffffffffffffffffffffffffffffffffffd63055dd62f7adb5000000000000000000000000000000000000605772420f323ead2f16d5df1759000000000000000000000000000000000000000000000001ee4096ab6db5d28c000000000000000000000000000000000000000000000000000000000003161f,0x112aa0d,0x5269c9cd34051a50c39e4f350b01332caacf6b5983640b205cd1d24d351a0a30,0x64ea3937,0x2f78246b0,0x34f72,0xd1,0x083a48ca9ba126e4d8976028b845d779c5e26514ff0a9b23805bca782fb3588d,0x68,18000397,1693071671,2023-08-26 17:41:11,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3637d7f6041d73917017e5d3e2259473215ecf6f,4955420021,-3012813741374329419,1954039533241287436737441205000025,35614631516270088844,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad']",0x000000000000000000000000000000000000000000000000000000001dcd6500fffffffffffffffffffffffffffffffffffffffffffffffffbc802254e19517500000000000000000000000000000000000060577012ac5c58a02e72815b94f8000000000000000000000000000000000000000000000001ee4096ab6db5d28c000000000000000000000000000000000000000000000000000000000003161f,0x112aa13,0x77ac490adcfb10fae451dfb65df44f8cb3d972fda302e01605f5aee53a47d7c2,0x64ea397f,0x2cb8c35b8,0x2384a,0x11d,0x12331e4e40b86c6b2fffbae7cfbc2631f81a4efa41080dc7598669d215e54039,0x80,18000403,1693071743,2023-08-26 17:42:23,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,500000000,-303990615600180875,1954038856985016623444297965606136,35614631516270088844,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad']",0x000000000000000000000000000000000000000000000000000000003b9328e0fffffffffffffffffffffffffffffffffffffffffffffffff7911957c9dfd2b400000000000000000000000000000000000060576bb4763089030e670c830169000000000000000000000000000000000000000000000001ee4096ab6db5d28c000000000000000000000000000000000000000000000000000000000003161f,0x112aa15,0x1e40a820db32875605c1744e7365d1a0a0a81741c42cf86828ee19b40aaf7466,0x64ea3997,0x2b9c96f1d,0x22596,0x167,0x92febe6cfdbd2b1726e1498cbf45f498077dfa839632c7fd95263451bd016b6b,0x73,18000405,1693071767,2023-08-26 17:42:47,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,999500000,-607676609878568268,1954037505150134334069979520106857,35614631516270088844,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x0000000000000000000000003208684f96458c540eb08f6f01b9e9afb2b7d4f0', '0x0000000000000000000000003208684f96458c540eb08f6f01b9e9afb2b7d4f0']",0x000000000000000000000000000000000000000000000000000000040fcb70dbffffffffffffffffffffffffffffffffffffffffffffffff6ccfe9a7c7543cbd00000000000000000000000000000000000060571fce02e10ab45b102204358a000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa18,0x5f40ebf12055b63c4b570354e88424c8a61900a669e9f9fe15df784a0d3b6b61,0x64ea39bb,0x342770c00,0x462de,0x8e,0x7e00e6f2cd865d3a4770fe537b2e2564d82be60654fae710d0611887e4e08b70,0x2c,18000408,1693071803,2023-08-26 17:43:23,0x3208684f96458c540eb08f6f01b9e9afb2b7d4f0,0x3208684f96458c540eb08f6f01b9e9afb2b7d4f0,17444860123,-10606001690621231939,1954014015176920682104199879865738,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x00000000000000000000000023ebcd701fd92867235aeb0174b7c444b9b2b3ad', '0x0000000000000000000000008dbee21e8586ee356130074aaa789c33159921ca']",0x00000000000000000000000000000000000000000000000000000000699d8d94fffffffffffffffffffffffffffffffffffffffffffffffff10cc1f040f80bb7000000000000000000000000000000000000605718186bd55fcd5e0810923008000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa1a,0xf9789d95f061da1af39394d5f1cd6bd0c85f6276f703ca0840c8ad1426a3a58d,0x64ea39d3,0x2f82a3c15,0x7dcbf,0xb9,0x5b82e3f1e9c3164de492c0f813e91052827d74485e74720f7e4d7239ddc28437,0x33,18000410,1693071827,2023-08-26 17:43:47,0x23ebcd701fd92867235aeb0174b7c444b9b2b3ad,0x8dbee21e8586ee356130074aaa789c33159921ca,1771933076,-1077272973222081609,1954011629252986014534268766793736,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x000000000000000000000000e592427a0aece92de3edee1f18e0157c05861564', '0x000000000000000000000000e592427a0aece92de3edee1f18e0157c05861564']",0x000000000000000000000000000000000000000000000000000000000678fee6ffffffffffffffffffffffffffffffffffffffffffffffffff1572a6cf4be2730000000000000000000000000000000000006057179f78500dbca37b9a9cc52e000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa1b,0x0748bbc33d5188922beadef115587ea987ff359ca9c2b83ee8c71332d6bf8d2a,0x64ea39df,0x359c41a0e,0x20b44,0x23,0xb206f297b52330a813b215aa19a44372a2f8c0c89953a2e12ffaa88559ac471e,0xa,18000411,1693071839,2023-08-26 17:43:59,0xe592427a0aece92de3edee1f18e0157c05861564,0xe592427a0aece92de3edee1f18e0157c05861564,108592870,-66020558759009677,1954011483031893275048217470092590,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x00000000000000000000000068b3465833fb72a70ecdf485e0e4c7bd8665fc45', '0x0000000000000000000000004fd39c9e151e50580779bd04b1f7ecc310079fd3']",0x0000000000000000000000000000000000000000000000000000000054c2746afffffffffffffffffffffffffffffffffffffffffffffffff40087818457848d0000000000000000000000000000000000006057116f9ba355df4e170e9f28b2000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa1c,0x0f3094db08dbf0cc54c4f90cfbae46551e05a175f13a7f3f28acfc7d0ab236a3,0x64ea39eb,0x2c4ee90ca,0x476ff,0x1b0,0xfa6e3e6db6a56d9f0b0338dc5a2917d5906f4246c5dc920d08deb8a73fd66abb,0x8c,18000412,1693071851,2023-08-26 17:44:11,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x4fd39c9e151e50580779bd04b1f7ecc310079fd3,1422029930,-864542138114276211,1954009568260214110038664792713394,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad']",0x00000000000000000000000000000000000000000000000000000000a7ea4c5fffffffffffffffffffffffffffffffffffffffffffffffffe83b330f9319ae630000000000000000000000000000000000006057052ddd87c44262b06a3c21d8000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa23,0x2604e6aa859318b4c62044fcb981aaa9cb68bde423828bdad4ecbc02bcfdbab3,0x64ea3a3f,0x2d67fecce,0x254f1,0xc9,0x6140fecf7b012452f9f34080d1e7fde9f6f0734527b6a3cb754507ffc253ab7f,0x4f,18000419,1693071935,2023-08-26 17:45:35,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,2817150047,-1712719091298881949,1954005774962159792591663047385560,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad']",0x00000000000000000000000000000000000000000000000000000000513dbac0fffffffffffffffffffffffffffffffffffffffffffffffff4800bdb7d3cb2b90000000000000000000000000000000000006056ff3fc28897a519e312e1ef71000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa24,0xb672ab522d829d3d192265edf4b167fbfcc914774b0e16f0030b2e8f1d27d8f5,0x64ea3a4b,0x2d37899a7,0x297b1,0x127,0x24188bbca2408c8c1212b141df0f42e6a7d9138cab7cd28a01cc7c0cd8b4fcd7,0x61,18000420,1693071947,2023-08-26 17:45:47,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,1363000000,-828649294109297991,1954003939685276954485413348765553,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x00000000000000000000000024902aa0cf0000a08c0ea0b003b0c0bf600000e0', '0x00000000000000000000000024902aa0cf0000a08c0ea0b003b0c0bf600000e0']",0x000000000000000000000000000000000000000000000000000000000b2f70a4fffffffffffffffffffffffffffffffffffffffffffffffffe6aacf8f38558270000000000000000000000000000000000006056fe6ebf29ee9449e64800d623000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa25,0x7ba1b830cdafd496ae523218059df42a52f86bdae976186638fc51aae5e7d7c8,0x64ea3a57,0x2d163276e,0x4e777,0xd8,0xd7bb9cdd6b9982d379f4db2e2b9e746ae0ee665f64a24ec733c97526971fc63c,0x27,18000421,1693071959,2023-08-26 17:45:59,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,187658404,-114088655307057113,1954003687003867379170701522032163,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x00000000000000000000000068b3465833fb72a70ecdf485e0e4c7bd8665fc45', '0x00000000000000000000000000ed26e794b949e18b142f9108429b74ce08ac99']",0x000000000000000000000000000000000000000000000000000000003e769177fffffffffffffffffffffffffffffffffffffffffffffffff728832fef0433670000000000000000000000000000000000006056f9df895986436bab6b05b01a000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa2b,0xadbab5f737027afbea68472b8b575252db3075759e3a5c149371ed6537fbf386,0x64ea3a9f,0x2fe8595fc,0x50f86,0xad,0xeece3147671f513da174e9d22025322ef2c57729c015e41986f8611be0dd4426,0x40,18000427,1693072031,2023-08-26 17:47:11,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x00ed26e794b949e18b142f9108429b74ce08ac99,1047957879,-637115105376193689,1954002275933306025786909378588698,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x000000000000000000000000d1b47490209ccb7a806e8a45d9479490c040abf4', '0x000000000000000000000000d1b47490209ccb7a806e8a45d9479490c040abf4']",0x0000000000000000000000000000000000000000000000000000000023a7cec0fffffffffffffffffffffffffffffffffffffffffffffffffaf3f287d9cddf3c0000000000000000000000000000000000006056f74543df717d250d04edef03000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa2c,0xd42ed2331f378886ca4c81b39f7111ceca30bb310b74be44cc3640144966b2da,0x64ea3aab,0x2c0d10dec,0x846ef,0x76,0xaeae31f0acd0a29b5b979180131c7363b50181eda9db81a1d6e14cd09e224437,0x4d,18000428,1693072043,2023-08-26 17:47:23,0xd1b47490209ccb7a806e8a45d9479490c040abf4,0xd1b47490209ccb7a806e8a45d9479490c040abf4,598200000,-363680479598223556,1954001470460614875387308660354819,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad']",0x00000000000000000000000000000000000000000000000000000001c385ba43ffffffffffffffffffffffffffffffffffffffffffffffffc01638a4e46003810000000000000000000000000000000000006056d650010efb823a0fc0a1dccc000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa2c,0xd42ed2331f378886ca4c81b39f7111ceca30bb310b74be44cc3640144966b2da,0x64ea3aab,0x2bfa37865,0x23862,0xa6,0xc13e6d4d6ab6e2e8612e40e0bb3792be8e6c6e74104be8259f835c2b0a878e12,0x55,18000428,1693072043,2023-08-26 17:47:23,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,7575288387,-4605431288082463871,1953991270437953174758613384813772,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad', '0x0000000000000000000000009b3df8eae6e1ed1b931086852860d3c6375d7ae6']",0x000000000000000000000000000000000000000000000000000000009502f900ffffffffffffffffffffffffffffffffffffffffffffffffeae850eb007a72490000000000000000000000000000000000006056cb6f8e0d2bbcfcefcf362249000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa2e,0xf16d8dbd3de9cd1d2dd03a58ea698ca2b62330e79ad86ca1b6ce524c0b8b17bf,0x64ea3ac3,0x2b814ef78,0x2ece7,0x33,0x91302fe70b73b14f267217f3983cd838f0b2cc53d174c7fa4860366d5bedb1ea,0x9,18000430,1693072067,2023-08-26 17:47:47,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x9b3df8eae6e1ed1b931086852860d3c6375d7ae6,2500000000,-1519875903981981111,1953987904245365803917164426961481,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x000000000000000000000000e592427a0aece92de3edee1f18e0157c05861564', '0x0000000000000000000000009f6facb42177f5af680f9f17cdf750bc7cf55973']",0x00000000000000000000000000000000000000000000000000000001a4f2f378ffffffffffffffffffffffffffffffffffffffffffffffffc46a4fbcd94f23cd0000000000000000000000000000000000006056acb5b39b8522691ca6cf78b6000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa34,0xc00a47e688fc78a4c01e895a5a802db2050c559252ed447fc2d4514b745416b3,0x64ea3b0b,0x31abf813b,0x4184a,0x96,0x0ca682ec07f145d8a93e1a0cf7caa1bdf4e0c91b53703cace3089313c3f03efb,0x24,18000436,1693072139,2023-08-26 17:48:59,0xe592427a0aece92de3edee1f18e0157c05861564,0x9f6facb42177f5af680f9f17cdf750bc7cf55973,7062352760,-4293531622226058291,1953978395012222154442501692291254,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x000000000000000000000000507888e987257a8dde6f8afa46375cefe2cbf504', '0x000000000000000000000000507888e987257a8dde6f8afa46375cefe2cbf504']",0x000000000000000000000000000000000000000000000000000000001b46dfaafffffffffffffffffffffffffffffffffffffffffffffffffc2396ebf3478a600000000000000000000000000000000000006056aab8024f4faf14aa4ccc4e7c000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa36,0xa63738a09a795295cb079159b0f88a62a82e5e4e412918e250c6b75ee722ca84,0x64ea3b23,0x39e76336a,0x3104f,0x1c,0xff65101ea5c2b1ff19adf971d9d096316b6b0883688d6761b4cf266522d8d092,0x5,18000438,1693072163,2023-08-26 17:49:23,0x507888e987257a8dde6f8afa46375cefe2cbf504,0x507888e987257a8dde6f8afa46375cefe2cbf504,457629610,-278212811823805856,1953977778831715299063766193032828,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad', '0x000000000000000000000000120e76021669e8200f3ca924658f178de2a80813']",0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffcd75ac04a0000000000000000000000000000000000000000000000007293dc65d5cc927e0000000000000000000000000000000000006056e5c5f9c7ee2831deb0eda595000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa38,0xdbf6467c0b9a17db34f16d54cdc1e13fc9612e24d560e8b28e0abfb55231c255,0x64ea3b3b,0x2d3acf3cf,0x301fc,0x84,0xbc0f7a58d0b427500088819ba00623f2ab006d75d85dc71d2e43ef41015265e8,0x3b,18000440,1693072187,2023-08-26 17:49:47,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x120e76021669e8200f3ca924658f178de2a80813,-13566820278,8256184871837012606,1953996055331979963161088770286997,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x000000000000000000000000d1b47490209ccb7a806e8a45d9479490c040abf4', '0x000000000000000000000000d1b47490209ccb7a806e8a45d9479490c040abf4']",0x000000000000000000000000000000000000000000000000000000001378ae41fffffffffffffffffffffffffffffffffffffffffffffffffd3e6aa3c7f459790000000000000000000000000000000000006056e45a20d4d6075311f61711b1000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa3a,0x945af6e362ae810dfea23baf923b9c174ed8c7b9f6117dd7f5b07f55ffe44c72,0x64ea3b53,0x2ef54b6f5,0x3c66b,0x101,0x9e5d8a87e1a4fa03fd57941a49f973bd7b1d729f7f7280405bd147cc1e97ab19,0x6b,18000442,1693072211,2023-08-26 17:50:11,0xd1b47490209ccb7a806e8a45d9479490c040abf4,0xd1b47490209ccb7a806e8a45d9479490c040abf4,326676033,-198604081890829959,1953995615467391985306516510413233,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad']",0x00000000000000000000000000000000000000000000000000000000091e4b54fffffffffffffffffffffffffffffffffffffffffffffffffeb59472aa0e3ab20000000000000000000000000000000000006056e3afbda899df82428d0e6124000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa3d,0x2f24021a4b5ee02bbb4b1acf3e9d970b6870413875eb0429b772708a20db2d93,0x64ea3b77,0x3124a7c10,0x34c67,0xfd,0xe1fa25dd764516d75611423b30c39b65b81f2750fb1df6f2b21d6920a0fb7c6f,0x3c,18000445,1693072247,2023-08-26 17:50:47,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,152980308,-93004997090985294,1953995409481672377613463107559716,35772455674097445884,202271
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,"['0xc42079f94a6350d7e6235f29174924f928cc2ac818eb64fed8004e115fbcca67', '0x0000000000000000000000003fc91a3afd70395cd496c647d5a6cc9d4b2b7fad', '0x00000000000000000000000001c1eee6d802645dcccefd9f609765db864188a9']",0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffff634a67b000000000000000000000000000000000000000000000000016345785d8a00000000000000000000000000000000000000006056e466da06664048fb62d3de0f000000000000000000000000000000000000000000000001f0714ae7adfc2bfc000000000000000000000000000000000000000000000000000000000003161f,0x112aa41,0xd2e4d993c49e96c98deda7fca5cfef99104c93006896090b66e6d04d76349ae3,0x64ea3ba7,0x3055af95c,0x21b12,0x1c6,0x7bc8841b5872fb25e3316186f735de04f9f59431ace8c13302d9eaa197eb2997,0x8d,18000449,1693072295,2023-08-26 17:51:35,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x01c1eee6d802645dcccefd9f609765db864188a9,-164321669,100000000000000000,1953995630849053902799085797367311,35772455674097445884,202271
