transactionHash,if_is_anomaly,ae_is_anomaly,fusion_union_anom,fusion_intersection_anom,fusion_ensemble_anom,if_anom_score,ae_anom_score,fusion_score
0xdc6607026225773adbfec94384b9339cada5aa4f7d2752f26f63a9d8da22cd16,True,True,True,True,True,0.6303937401572753,0.00266876861758432,0.31653125438742985
0xecd4dd57b380b6dfe9df38e453d61ebe1f6bbdc71ea10bf1f218881cfdc405e2,False,False,False,False,False,0.10994515182005027,7.886861538018974e-05,0.05501201021771523
0xd4260c417599fc18ff99e9116a157a08be191b5be2f8e1645660016871bfd4bd,True,True,True,True,True,0.6755042877520837,0.12784315264314441,0.40167372019761405
0x013ea455b1165d99dad0b01333f72e27b832f5c5d24108b39bb919bb0b00bbcb,False,False,False,False,False,0.27943369548446595,0.00035268555915822416,0.1398931905218121
0x1790be2ccf75ca200209611a03e3d838ba2f446eeee1a70b26f0cd731407e476,False,False,False,False,False,0.4119664807156281,0.0001073932169810674,0.20603693696630457
0x083a48ca9ba126e4d8976028b845d779c5e26514ff0a9b23805bca782fb3588d,False,False,False,False,False,0.1847347020702176,7.04320263041621e-05,0.09240256704826089
0x12331e4e40b86c6b2fffbae7cfbc2631f81a4efa41080dc7598669d215e54039,False,False,False,False,False,0.18071197946186723,0.00015473284495907003,0.09043335615341315
0x92febe6cfdbd2b1726e1498cbf45f498077dfa839632c7fd95263451bd016b6b,False,False,False,False,False,0.18608633147741577,0.00017769843970100207,0.09313201495855838
0x7e00e6f2cd865d3a4770fe537b2e2564d82be60654fae710d0611887e4e08b70,False,False,False,False,False,0.22432617701121835,5.496015792722013e-05,0.11219056858457278
0x5b82e3f1e9c3164de492c0f813e91052827d74485e74720f7e4d7239ddc28437,False,False,False,False,False,0.1978550464527974,0.0001770394858061178,0.09901604296930175
0xb206f297b52330a813b215aa19a44372a2f8c0c89953a2e12ffaa88559ac471e,False,False,False,False,False,0.15242484277697388,0.00011217468030694085,0.07626850872864041
0xfa6e3e6db6a56d9f0b0338dc5a2917d5906f4246c5dc920d08deb8a73fd66abb,False,False,False,False,False,0.13981290326869936,2.638282262559913e-05,0.06991964304566248
0x6140fecf7b012452f9f34080d1e7fde9f6f0734527b6a3cb754507ffc253ab7f,False,False,False,False,False,0.15017552881381618,0.00013858955808345428,0.07515705918594982
0x24188bbca2408c8c1212b141df0f42e6a7d9138cab7cd28a01cc7c0cd8b4fcd7,False,False,False,False,False,0.13851999698322898,0.00010771713211896556,0.06931385705767397
0xd7bb9cdd6b9982d379f4db2e2b9e746ae0ee665f64a24ec733c97526971fc63c,False,False,False,False,False,0.14126424688003714,3.7815717399185396e-05,0.07065103129871816
0xeece3147671f513da174e9d22025322ef2c57729c015e41986f8611be0dd4426,False,False,False,False,False,0.1422310812127967,2.665973023297864e-05,0.07112887047151484
0xaeae31f0acd0a29b5b979180131c7363b50181eda9db81a1d6e14cd09e224437,False,False,False,False,False,0.2188724054533177,0.00024145367787301375,0.10955692956559536
0xc13e6d4d6ab6e2e8612e40e0bb3792be8e6c6e74104be8259f835c2b0a878e12,False,False,False,False,False,0.1722753427191457,0.0001679657979952301,0.08622165425857047
0x91302fe70b73b14f267217f3983cd838f0b2cc53d174c7fa4860366d5bedb1ea,False,False,False,False,False,0.14092970450995557,8.076976214147543e-05,0.07050523713604852
0x0ca682ec07f145d8a93e1a0cf7caa1bdf4e0c91b53703cace3089313c3f03efb,False,False,False,False,False,0.15734352449149158,2.3443638501681163e-05,0.07868348406499663
0xff65101ea5c2b1ff19adf971d9d096316b6b0883688d6761b4cf266522d8d092,False,False,False,False,False,0.14358295983933692,4.602947734530859e-05,0.07181449465834111
0xbc0f7a58d0b427500088819ba00623f2ab006d75d85dc71d2e43ef41015265e8,False,False,False,False,False,0.17280342243881155,6.076177210393006e-05,0.08643209210545774
0x9e5d8a87e1a4fa03fd57941a49f973bd7b1d729f7f7280405bd147cc1e97ab19,False,False,False,False,False,0.13069059959465223,3.443705583378154e-05,0.06536251832524301
0xe1fa25dd764516d75611423b30c39b65b81f2750fb1df6f2b21d6920a0fb7c6f,False,False,False,False,False,0.13114861879940617,4.30413271911933e-05,0.06559583006329868
0x7bc8841b5872fb25e3316186f735de04f9f59431ace8c13302d9eaa197eb2997,False,False,False,False,False,0.14245376318606512,0.00012706303049671498,0.07129041310828092
0x49c1db1605c4d6613fbf7dabe7e31b6b8efc7b77cb43e94e3a87ec986c4910f9,False,False,False,False,False,0.18643333890068647,0.00019843906828268323,0.09331588898448458
0x68e34e7d70c45982c2834a5d885c9d1140682392be9e4902a0e7912247f7fe1e,False,False,False,False,False,0.13728803871685888,4.8479272505905205e-05,0.06866825899468239
0x34408622c258481ddd52c8f28efbe33c66f93a806c5a8644e8eae5f451fe3e20,False,False,False,False,False,0.14309554613215303,0.0001183718743403697,0.07160695900324669
0x43df448ccfcc6b06e8bfaefc794c0dae19b92318f02d002be3706a23374e034d,False,False,False,False,False,0.14749159355005573,6.530175495363608e-05,0.07377844765250469
0x3c197e62f27275dfb8ab4bcce738822cfc641e151ed508b23f67486f9e8b4f99,False,False,False,False,False,0.18007661035739758,0.00016162692865864063,0.09011911864302811
0x0c8f2007c8d2d8a02ed84712678dbd1c2ece9242f5addfa35a9fe6c72d552f26,False,False,False,False,False,0.13516048594712587,3.8718880639984395e-05,0.06759960241388292
0x290014cb8383aeeadcc6e0759373aef0744369e02cc2acf9f089c4d406ebdcf8,False,False,False,False,False,0.14053733819887174,3.2093474947600684e-05,0.07028471583690966
0x4dee34a52f9804131ff7a5e6f8954b778d74c0a8a6436aa89b88c607a4bcf9ec,False,False,False,False,False,0.1383362112590824,4.171275438976027e-05,0.06918896200673609
0x7af97df7ec434ae669ba3aa07a966c28bf0488bd4e1ace3189b36cbc2294789e,False,False,False,False,False,0.25245318685549856,0.00013870972390640524,0.12629594828970248
0x298fe60f4264d01d0f533c8bdb4ec5674a30a62ebc7984fc034743032750a0d4,False,False,False,False,False,0.3520052243214487,0.0001513734740250674,0.17607829889773688
0xecca5a350170ab0b01d3e4b7911d5d9ed48639405b950a0545abbd6e3846034d,False,False,False,False,False,0.10028562251802191,0.00010082332227427204,0.05019322292014809
0x2bbfaf21194ee76c04beceb33f3852867b0475758372d526e8703930c0740619,True,True,True,True,True,0.7394041993956352,0.01165199720723387,0.3755280983014345
0x52dc5d94a1ab6220188f0598ce9bfab931c576161cd18e5bd894d031836d8fc0,False,False,False,False,False,0.03003799217051756,6.604506952626373e-05,0.015052018620021913
0x08d3669a760d32064e65a3f1285eb99925790334a6916fa1ba39bb1e6310b7bb,False,False,False,False,False,0.30554395455663635,0.00025110596832415464,0.15289753026248026
0x1e743a084db41ed1ebd01aef20c9c510dce2c19cbcfe8ceaa7a43b025a4dd706,False,False,False,False,False,0.00766866390830142,1.73870902230919e-05,0.003843025499262256
0x92b8f4be0af6afc20fe45da0b045375e519189671547e2525632c2da4793ea35,False,False,False,False,False,0.01282132978270902,1.0173159051070478e-05,0.006415751470880045
0xa1321c393e08098b1f734efad4dd5119cb5ea18f99972d7d68cfc9e95e649db2,False,False,False,False,False,0.02475929255130761,2.2370726654504764e-05,0.012390831638981057
0xe2decb515dac4fee08d709e9d210d2d3266cd8287a7d87914c59d22c38899d3f,False,False,False,False,False,0.0305415357726636,8.895665326534936e-05,0.015315246212964475
0xbca2e8e9d049359b4ccde9247bca001a470ae6d1917c32c0185ec0a74cb50857,False,False,False,False,False,0.016308749783955884,8.748368346802937e-05,0.008198116733711956
0x4c1ad11247d0e349a0d7c286ec7a5c940fd7f373d8e4711b468945b7c9264a85,False,False,False,False,False,0.05944166671953404,4.1201632610602934e-05,0.02974143417607232
0xea60eebeb797fdd66cd743d43380ff29b81139839efac8001ac71f4728ad6f45,False,False,False,False,False,0.017470608500792007,4.1802676077562644e-05,0.008756205588434785
0x3e97f96f98eedf25c52fba6001a8b5c5fbfd116abe6e6752a1e3a7f8d66431f7,False,False,False,False,False,0.01127240265026155,5.128052173908081e-06,0.005638765351217729
0xe43ecf9ba9b6f4035dfe37a886b785dbd4d9370a0e5ede5b85e3add799985b60,False,False,False,False,False,0.023416208423967463,5.599740242516139e-05,0.011736102913196312
0xd6da5e612a56f76cc354c53c02960d9c8768fcc4ec266aaa55c9eaf7adbf18d8,False,False,False,False,False,0.019551498319098064,1.2393006295522651e-05,0.009781945662696793
0xc0bfeb49f2669e164397ca6ac17ef81d5e5e4a74c3c4318e6e8ba4c0b027788f,False,False,False,False,False,0.02748536386636391,5.199382464095037e-05,0.01376867884550243
0x289ceea3ebd1eb947ac023fb44e72eff9e8d7f08ff70ea93d5d01f7457df2e76,False,True,True,False,False,0.29664141527213794,0.0019772956638852545,0.1493093554680116
0x588f1fcac2c63f3307511ea61999579311555d9418df9c96c09104191a0afc55,False,False,False,False,False,0.008691789427950448,2.2027201370687914e-05,0.004356908314660568
0xd2bb09b8c642453e2035d98f992edd57e60a9bfcb4fb1961a735de16a84c46c0,False,False,False,False,False,0.007419110345281757,3.1755021887797595e-05,0.003725432683584777
0x5bb742dcc503b711c0a9eae17fa8fdd9e9c2c0dacad2622c107b342f845bbb54,False,False,False,False,False,0.0027586007518684424,1.4228876450132115e-05,0.0013864148141592872
0x43550b810ecc5a2e6f1990b1e1dc91d7368221446549468a41d5991add33361c,False,False,False,False,False,0.02011843953608807,2.885150197773543e-05,0.010073645519032904
0x75bf05ac67ae0877269f028112a24c2031a6a2719795c8477e67bf24ca027958,False,False,False,False,False,0.09325268814753779,0.00022271740775288058,0.046737702777645336
0xc4302beb4101335319fcac1322662c057b88b250543a86dd93b360fee4ebab99,False,False,False,False,False,0.023711811135484366,7.884818164743104e-05,0.0118953296585659
0x7dc7d18b449c03bad5d9c2903fe6c02b28668465966a9563c8a08ffce63b7199,False,False,False,False,False,0.0,2.2147261551672317e-06,1.1073630775836158e-06
0x7a6084f9917c6c26fa5debc56c5ebf7037ae92924fef09f2345401f087314687,False,False,False,False,False,0.006588077666070255,2.9120101820995505e-05,0.0033085988839456253
0x5e953b5f121ebb8ea1ad5daee6aaf3f43e71bcdab39bb1f7a46894eaedc39d5a,False,False,False,False,False,0.0020295951188728963,1.1385052652244152e-05,0.0010204900857625702
0x58b080f6107b7fbaaa5ae5b52787bfa73db3bd7d2dfd2eaad432a2a8d0d6fca7,False,False,False,False,False,0.014416107638608728,6.338470719532819e-05,0.007239746172902028
0xd573089d76cf636141b3570fd2b8f5c1e0cf6b710b3d349f4147d06edaec464c,False,False,False,False,False,0.006866248606199356,2.941920014786926e-05,0.0034478339031736123
0xd5713e1bbfb05262b4e634aa9f8c3f4cd40967658ce3c9ad8d613269fc8dab3b,False,False,False,False,False,0.09528427267539857,0.00015994004771546688,0.04772210636155702
0x09ad1ea718180b466a429e2bf1451669be9b60edd83daa7d5bd52631c47d7965,False,False,False,False,False,0.048415006394911315,0.00012887346497954055,0.02427193992994543
0x067449a2be70ef0f411435571f44b65ce9218eb3863e03862c9575f82dd4245c,False,False,False,False,False,0.04219708700388003,8.89849846128155e-05,0.021143035994246422
0x97d26263d8a9a691e5c46f1ecede368ad0282855a6f86086793a5345b1a9370e,False,False,False,False,False,0.08378412928422158,0.00025844867025873435,0.042021288977240154
0x036e9e432732f07e404aaec1cd9f6f002de4c3e884ef733ab306626bd897a001,False,False,False,False,False,0.006582830034610263,1.9226549368618066e-05,0.0033010282919894406
0x8e25d54c39d32d463b9529e00d649f68e382b1fda17479ce5f1ec365cfccc663,False,False,False,False,False,0.01838885593627528,2.747071298522552e-05,0.009208163324630252
0x04f603e6c7978f5f08a9898587a464e82e6a83874de87c97dc363d0e149b78a3,False,False,False,False,False,0.2595534940159632,0.0014286234451352626,0.13049105873054925
0x58c3c0bdc4eb418c0e41ea3e162cfec8281038ef2492b3eb877222e4667db9e8,False,False,False,False,False,0.43874232000165797,0.00020522273253238628,0.21947377136709517
0xe67022f20f39e228bbb9cee4ffe3244962975db878878e86a1ee7924c725fc59,False,False,False,False,False,0.09647401298815217,0.00013107314476846766,0.04830254306646032
0xcd251b1d9afadd17775667f4b0542f492656ed1641aff2b4c57b59440d36810d,False,False,False,False,False,0.057515262126695374,0.00010689542447244864,0.02881107877558391
0x90e93bb37d364a15c1235fd343503de749dd318379b9b4468112fa4d6e464414,False,False,False,False,False,0.09447299915526733,6.902829446269066e-05,0.04727101372486501
0xcb4514500c4a06c9ed2be661c59239c1ec336ef20447764c0eb639c71963c08e,False,False,False,False,False,0.036074564423004774,2.2891145384546793e-05,0.01804872778419466
0x68a3a074c642f4ba999a4784d553ac3e71a7433b792177cc0334e2cc7641e05e,False,False,False,False,False,0.04742992820727962,7.499101394736997e-05,0.023752459610613494
0x28f4b4aefdebb41994f151554a854736d3c62d653a6c931d7544c199b121b598,False,True,True,False,True,0.5263088561661962,0.10465756982380106,0.3154832129949986
0xfca4552ca62d185c8dd58094fdaa7ccb95301dd47b38f729a340020df8ad8423,False,False,False,False,False,0.043550032784383914,0.00011908443666318704,0.021834558610523552
0x35f2245b5d9ff54d308d305c372f5861cf5d834b11d69d42cea5fa35d09376ac,False,False,False,False,False,0.030724159914051773,1.9158510328120615e-05,0.015371659212189947
0x65c8087ca6f8df899d6ca7fdd7fdfc7426f31e751ba32de34d63cccfa98a6bec,False,False,False,False,False,0.10008205589671823,0.00017492836920238823,0.050128492132960306
0x48f4b7a2ee3bce654ba521d49f16793dddd4f5a7c391ee1673ed03949e71e887,False,False,False,False,False,0.031182906691818602,1.7656538026813658e-05,0.015600281614922709
0xcfba9e98e7b0820a0d816e9d4cf684fb829d1dbfce8bc68604e6ab2f19d43acf,False,False,False,False,False,0.05637160317286318,9.389429408590974e-05,0.028232748733474547
0x27414a4cb3802e8990c90b5cbe7dc8468beb4908f6cc735db02fce7284387adb,False,False,False,False,False,0.03738663481892101,3.8457902867761845e-05,0.018712546360894384
0xb915e81cac6ac6ad4307e601c7df2aba908dd9891c5c4bfffc17b73a0cdbff8d,False,False,False,False,False,0.052146876659654284,3.667448749415735e-05,0.02609177557357422
0x86ea24dcfa047d488532462b25436f750c7c09dcb7f568c1863f1ac279a334fd,False,False,False,False,False,0.04629910265803115,4.412663432984536e-05,0.023171614646180498
0x2424c2b6f1e886e2e0b09993fe56dc65a622a0284386318f9123b4a0dcdac2f2,False,False,False,False,False,0.04092701517523083,2.613152776985654e-05,0.02047657335150034
0x1ec8af8d414c244bfd42a833af431c810e884f867a22d2d49efb15baedd93d43,False,False,False,False,False,0.04236808534935702,5.413938866564939e-05,0.021211112369011336
0x3745bbb6571bcf9467958572dbeef2d83d581ae0c02538b823e7af0693473473,False,False,False,False,False,0.11586385723417317,4.5590213394556714e-05,0.05795472372378386
0xc586625c97dac05c61ae0fb0dc46d0702b511a479d73f91e8cfc4a0e53245929,False,False,False,False,False,0.0371592623781799,1.0528841482415876e-05,0.01858489560983116
0x12fbd89f0121f3cac121cb299f9dddabfa8a58a425dd3a42f33f1c9de0758e0e,False,False,False,False,False,0.03841806652084434,5.393780243118041e-05,0.01923600216163776
0x19e6fe2e422d97e99e1b9a2e7c32d9c0d1ed3bb73ea6e1157cc14a2921414c81,False,False,False,False,False,0.10193070052740794,4.786553998099142e-05,0.05098928303369446
0xd1d6f61cd6eb12657b543ae763fc91a182e1e37e9597aaadb4c377365c0fdb6b,False,False,False,False,False,0.04003560833857642,4.5016037808839776e-05,0.02004031218819263
0x523b7b92804a410c1b49907b8e8d8256807f746acc0e6beeb8da2fdba14be8cf,False,False,False,False,False,0.026883407216768046,2.1293132970456475e-05,0.013452350174869251
0xcb793b4f0cafdf9f1acb0b90aa4694aa34c38cd5a986f68e9690084394e6051e,False,False,False,False,False,0.034053413324794266,1.6859381043910972e-05,0.01703513635291909
0x371821d4535e5412fd1e239ec4dc9cf0c51059375b321f53eacc1fe49b5bd8e5,False,False,False,False,False,0.09102212930663273,0.00018131327529914042,0.04560172129096594
0x1be9d12a6dc0752caaf056d7dddf91f063f08bcd2c0aa1c125be923cc2819980,False,False,False,False,False,0.040889203081789754,0.00012720573558779215,0.020508204408688772
0x110a02f6592b36fa2b66cfc0cccbe6a21d27b730114035b44c8b33ad5ca99c89,False,False,False,False,False,0.029139098234416787,1.2736214206463932e-05,0.014575917224311626
0xd3fdcaa539ec762a68be888daf3209e158238764a2d7e53bb39c8779951bfe43,False,False,False,False,False,0.02527036699922598,5.281721992080439e-05,0.012661592109573391
0x7f1d43870958c4092304425268fffdb7599928e32522eee7b425db4caa583679,False,False,False,False,False,0.05510190509356269,0.00013615566166124186,0.027619030377611965
0x9235267e9970ea6610ffd380f528361bdeb77ff393fcda3e8f2e05890b10268c,False,False,False,False,False,0.1381901713532749,8.401498348650881e-05,0.06913709316838071
0x695d133a3dd8032e05a26b39677484c7ab98ffc5abdeb972d205030b8d46876b,False,False,False,False,False,0.032712475442640075,3.5301300190283614e-05,0.01637388837141518
0x2ab054a35a04d5c1517ec8b43e0f9cddc1d5fdd61dd362dfd84573cd9c144b7a,False,False,False,False,False,0.04697668582772355,7.161782777196203e-05,0.023524151827747756
0x6392ade2ea778f9d1a52606cb6e697599e66725bee546c5acdb08e58cd88568a,False,False,False,False,False,0.02911990431172365,7.476131894698701e-05,0.014597332815335318
0x17d41fa1c6edc3e2b8495321cfb8f9584f181f23b2d15aaba87fd2536e51d6d5,False,False,False,False,False,0.037612609314224714,0.00013246073424809973,0.018872535024236407
0x43ac4813d831b5cf751fd71f0638506166eebc08ffeff82187f32573cd36ad95,False,False,False,False,False,0.024938087255733897,2.0532923352558122e-05,0.012479310089543227
0x23b59448f8fc805b8f633bb15688af70b7290da9b8eb660d53c9efb30cddf408,True,True,True,True,True,0.8112105134911703,0.27576842671711593,0.5434894701041432
0xf89cedf2fde646d67c68762cb114703f084e58ea6c3f8955c47f1e7dc8799217,False,False,False,False,False,0.3147769264108821,6.191578436724915e-05,0.1574194210976247
0xf8afe68220c7a9ebc05b6d40fab1bcbf413d20a6838b29612080750c8b55bad8,False,False,False,False,False,0.038844080191257596,3.657212783355896e-05,0.01944032615954558
0x209d64a7de0d047cbf227005d7caabccb685839fd42df1ddae4b13d30097a871,False,False,False,False,False,0.11449769208102502,0.00019846906815778467,0.0573480805745914
0xd63b8eb74b71d04b27ac313761e287fe9812352d4f91e86961abb2df621c5561,False,False,False,False,False,0.03645968548139244,3.70062401819061e-05,0.018248345860787173
0xb25d68a0f6423bc99c1a4cc0d21714a24caa35a021de866fa528aafe7ffae8b3,False,False,False,False,False,0.036423469323680145,8.101381409083314e-05,0.01825224156888549
0x8ac0147fe099f13bf4789d3c443381117c144cd34e10a42adb352eedfa293eee,False,False,False,False,False,0.027243398849824973,4.391589969394142e-05,0.013643657374759458
0x8ac0147fe099f13bf4789d3c443381117c144cd34e10a42adb352eedfa293eee,False,False,False,False,False,0.027243398849824973,5.8917062275782254e-05,0.013651157956050378
0x8ac0147fe099f13bf4789d3c443381117c144cd34e10a42adb352eedfa293eee,False,False,False,False,False,0.02668054559279835,4.391589969394142e-05,0.013362230746246146
0x8ac0147fe099f13bf4789d3c443381117c144cd34e10a42adb352eedfa293eee,False,False,False,False,False,0.02668054559279835,5.8917062275782254e-05,0.013369731327537066
0x8ac0147fe099f13bf4789d3c443381117c144cd34e10a42adb352eedfa293eee,False,False,False,False,False,0.027243398849824973,4.391589969394142e-05,0.013643657374759458
0x8ac0147fe099f13bf4789d3c443381117c144cd34e10a42adb352eedfa293eee,False,False,False,False,False,0.027243398849824973,5.8917062275782254e-05,0.013651157956050378
0x8ac0147fe099f13bf4789d3c443381117c144cd34e10a42adb352eedfa293eee,False,False,False,False,False,0.02668054559279835,4.391589969394142e-05,0.013362230746246146
0x8ac0147fe099f13bf4789d3c443381117c144cd34e10a42adb352eedfa293eee,False,False,False,False,False,0.02668054559279835,5.8917062275782254e-05,0.013369731327537066
0xf59cc64307275051a2c5074ec58746c7fdf648090ec870277665d268a2f42f66,False,False,False,False,False,0.03168534092360979,2.4618011550894126e-05,0.015854979467580344
0xd8195891720c3c63b60d1e7083482c82f7ea69b7023ef45f65c713a25a5c09de,False,False,False,False,False,0.030194832500067544,7.944785413247402e-05,0.015137140177100009
0x615b698cf520fd0c6e85426244157544845447704f64a5ddd5f4571632dbb8eb,False,False,False,False,False,0.058315426768285085,4.250254773470083e-05,0.02917896465800989
0xec820c48cf48759af6de84db8a903ced5447852111948572f99817b25c58d5da,False,False,False,False,False,0.024915664185665695,4.741638857815123e-05,0.012481540287121923
0x8d6dc9e417d74fa81cbc21cca9854ba7ab65b382ae8bb73a5fb18bc2ba675c47,False,False,False,False,False,0.042137379013736743,0.0001297156245889427,0.021133547319162845
0x79b97e935c9e57f6fc5cd2ae5e7072b0b20e6a50b67626fa91e0df21e532249a,False,False,False,False,False,0.03169440955062573,5.3014714785785226e-05,0.015873712132705758
0xbae08b727a6e695df1cf0d7b2c523abbde9b0d223ef686f7f00517b24855c8bf,False,False,False,False,False,0.13085659095063423,2.5105091912818998e-05,0.06544084802127352
0xea746cf98298398a487c271c8cbee32e1b828f364fd73ee59b92c105943e4470,False,False,False,False,False,0.04097139295752655,0.00013988711236994806,0.02055564003494825
0xbaac62b2fc37392c39bc6d8572d710618f10ab05a6741d3ce71b357255806ed7,False,False,False,False,False,0.02211801265088276,2.4044148187362353e-05,0.011071028399535061
0xebecb002ef005460af291c77a90ffe1abe1be4efabd90b97089c5a28685da89a,False,False,False,False,False,0.04316985174665872,6.980850289098858e-05,0.021619830124774857
0x2d586d7c953bac60bd85f21cb7c7d8c0a560448471657e6d0040c3a2a8635ad5,False,False,False,False,False,0.04199676686857694,5.7686879420364265e-05,0.02102722687399865
0xc01e509c2558977053ce4bac9b3903ad78e157b0ce0c22eb1fea0c9b3caffd54,False,False,False,False,False,0.024090457834467352,4.474301942028992e-05,0.012067600426943822
0x15f6f7edd21f5f86d8a76e743263806894c8e97ae97a248dbfecfe4373aea889,False,False,False,False,False,0.05544547859538241,5.7539262906361414e-05,0.027751508929144384
0x5fbe56c0e38f85b68bae24939c7091da36eb731222ee5ea3b3d55908ebd3f8d1,False,False,False,False,False,0.09746815205599779,0.00026485972781483156,0.04886650589190631
0xe9e30c64b020b5bb50e298260aa352e730c2f7de4c3dc7bc4a1478ecb136039e,False,False,False,False,False,0.06370962131068343,4.219788829657754e-05,0.03187590959949001
0xbc5135e04a2c21e1d2859969f222dc30852855ffa96dec37980c0ad0aa40179d,False,False,False,False,False,0.06425551530927437,7.23917013692908e-05,0.03216395350532183
0x110916b7b50378b78ef4e3f74dd30c2d99c43a451506730654ada000f4d14505,False,False,False,False,False,0.03670306050327289,9.959184473988253e-05,0.018401326174006388
0xd181ba52c578d2ffe9ff38e109697e522f016c2b851cb3ca859e19838b78e23d,False,False,False,False,False,0.025846187421996118,2.2103238920303597e-05,0.01293414533045821
0x27f61fb075aef555b2427d2656eb6383977ae8984f449855682789bdcd0e136e,False,False,False,False,False,0.053548518417309586,0.0001168028598847313,0.02683266063859716
0xfa9d4c81e574cff5682bdbcaf1a9d25b1d1cab7067a43cde42f6de18cd266d34,False,False,False,False,False,0.03515188428991481,4.045322646531445e-05,0.01759616875819006
0x2ea6789fabf13f5009ff5d3b2dd3cbd18c81fb9836aac2c3c59410857d8976d6,False,False,False,False,False,0.08584396227674441,8.715176509437182e-05,0.04296555702091939
0xa9cab3a8a83163c95da445b7cb354f33dcaa131cd1a2b4c024b6979f4a332e24,False,False,False,False,False,0.02755734108725708,2.580715257060007e-05,0.01379157411991384
0x940030887d5b407c66873ff47b89d3a054ab765603ba4d1104127f423b1d379c,False,False,False,False,False,0.05701472413120855,3.580954183988063e-05,0.028525266836524215
0x72a7c510fa9339452a54fdabb7868545f5f19350277bd02f14c2bfa4596007dc,False,False,False,False,False,0.03534135405242381,9.78035921699152e-05,0.017719578822296862
0x48d811b8f2c71fe2cee83d79a2eb7d2d7539aa94829c0e5f88b0c0d7f23c4ff9,False,False,False,False,False,0.09718132845318249,8.826176780590509e-05,0.0486347951104942
0x9b80852dbb1d510d5c7320f0806f15837c2c5b39614f754da0e6267eb678285c,False,False,False,False,False,0.02948143184318704,1.5166008451063046e-05,0.014748298925819052
0x2f29ad48fea88aaa57421ecb9457b5736c79abb3fb4aa33cf4d7841ea69ca30a,False,False,False,False,False,0.03456154478975657,4.601171565535556e-05,0.017303778252705963
0x4549ca3aed3dc668ce1b88c31483e6990bb2eaf31959776e83f80c259dcccf3e,False,False,False,False,False,0.047499545402223765,8.046281643219838e-05,0.02379000410932798
0xa021a078893ad95ba4b52ac558f72df810ffba13ced18a2cc85b78abc616b98a,False,False,False,False,False,0.028868682172366784,8.004728594309642e-05,0.01447436472915494
0x8ccac7302ce6624db326e289a18f0e92fac670f704a7df9f5010853ce99a7758,False,False,False,False,False,0.04013892516939065,0.00013865285514229388,0.020138789012266473
0xa57c19693fb17702c56203b1f9bcbf46672a72acc60e0f8e02bfd6510eb32cba,False,False,False,False,False,0.05333063200427306,0.00010578444922570804,0.026718208226749383
0x6745a56fb55f153279a7df59198e2648dd294aa8183781b3837c2656499339b3,False,False,False,False,False,0.04590726177035032,0.00015519144975753568,0.02303122661005393
0xf60bd55425970c5cb4d72712596e00807a1255c02de4b59981b17bc8f19d89e0,False,False,False,False,False,0.024718473617228634,1.0661460893621616e-05,0.012364567539061127
0x554fcd222806fe0445e4ffa8d03d09bf72b0ff303d5c3f2f2de2d40609603f4d,False,False,False,False,False,0.02596379563877103,1.6402313011689413e-05,0.01299009897589136
0xf447f16f08dd39435b6ff937331c751412a3b26835377938e87997a1a5bef124,False,False,False,False,False,0.020667474147095237,2.8563859098214423e-05,0.010348019003096726
0xbe9918d05f21bffef680185925e9b9a2ac6f885ec317169fde94da0337d9be8a,False,False,False,False,False,0.02154679672910247,1.6681909693323035e-05,0.010781739319397896
0xb867ff1cb23bddad68eef36b948f61750aa5221d024affe380e1e69ad0492b9f,False,False,False,False,False,0.023277780196812998,4.137673552420208e-05,0.0116595784661686
0xc214052bd0d779b2fb4c201c5d4716ba0f5c5ef5ed227fdbd1ac22b291ec4813,False,False,False,False,False,0.028292958300875328,1.624503518077485e-05,0.014154601668028052
0xf9b5f156fecc4cda4375f2c5b56e92232a87d373b6a76863108a28c4c0feadb5,False,False,False,False,False,0.040801406792851935,0.00011068739021202165,0.020456047091531978
0x9f48f08822b16086d7d8278f0c1c5bdc396856e6278976ccb900c2e0166d6b28,False,False,False,False,False,0.022471776698096208,1.6937306605029272e-05,0.011244357002350618
0x7a817124d695643fd480de4268c5886e97545466a2d1735e139243a41aafa5d0,False,False,False,False,False,0.11813539991555425,7.192497540703159e-05,0.05910366244548064
0x738343f136e6db662a8928e27f35d486599e10f47a34f288229b3f4cf8830271,False,False,False,False,False,0.02275492193463081,4.9142844307068315e-05,0.01140203238946894
0x3a712a5f30dfab1321e09bf38fc78df3da3f5dc4f58eddc7f4b81765f64f4336,False,False,False,False,False,0.044279921891239374,0.00010088526483920613,0.02219040357803929
0xebd9e73395c384cfd71c15718df96ff0880bfc5f697107c5eb7c4a0bd88ab7f0,False,False,False,False,False,0.03202591943364522,0.00010863042669208606,0.01606727493016865
0xbac3e9c8e9b5d124af7654801c19f69b9435cf782e484ab0a98c32aa1d86301a,False,False,False,False,False,0.025412949434345362,8.006919451359351e-05,0.012746509314429479
0xe3264ce7c2b125923df85770d182200968ae2c8ac37e862b3050639c4c068a16,False,False,False,False,False,0.019698165015102492,2.9376362693262862e-05,0.009863770688897877
0x5229a6f2cfd4bb211ca7f787cc894dc39e376de9aa3642ed18b54e04070f5151,False,False,False,False,False,0.061952781816287814,6.586921413362217e-05,0.03100932551521072
0x6425668b0b5399c6fc46842d1d7a6e05fb7ac9def3018ea99866f706ee65740b,False,True,True,False,False,0.4728642293742913,0.02773755785265897,0.25030089361347513
